savol,modda_num,modda_text
Mulkiy holatim sababli menga imtiyoz berilishi qonuniymi?,mehnat kodeksi 4-modda,"Yakka tartibdagi mehnatga oid munosabatlarni va ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni huquqiy jihatdan tartibga solishning asosiy prinsiplari
Yakka tartibdagi mehnatga oid munosabatlarni va ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni huquqiy jihatdan tartibga solishning asosiy prinsiplari quyidagilardan iborat:
mehnat huquqlarining tengligi, mehnat va mashg‘ulotlar sohasida kamsitishni taqiqlash;
mehnat erkinligi va majburiy mehnatni taqiqlash;
mehnat sohasidagi ijtimoiy sheriklik;
mehnat huquqlari ta’minlanishining va mehnat majburiyatlari bajarilishining kafolatlanganligi;
xodimning huquqiy holati yomonlashishiga yo‘l qo‘yilmasligi"
Mansab mavqei past bo‘lgani uchun cheklovlar bo‘lishi mumkinmi?,mehnat kodeksi 4-modda,"Yakka tartibdagi mehnatga oid munosabatlarni va ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni huquqiy jihatdan tartibga solishning asosiy prinsiplari
Yakka tartibdagi mehnatga oid munosabatlarni va ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni huquqiy jihatdan tartibga solishning asosiy prinsiplari quyidagilardan iborat:
mehnat huquqlarining tengligi, mehnat va mashg‘ulotlar sohasida kamsitishni taqiqlash;
mehnat erkinligi va majburiy mehnatni taqiqlash;
mehnat sohasidagi ijtimoiy sheriklik;
mehnat huquqlari ta’minlanishining va mehnat majburiyatlari bajarilishining kafolatlanganligi;
xodimning huquqiy holati yomonlashishiga yo‘l qo‘yilmasligi"
"Yashash joyi sababli ishlash imkoniyati cheklansa, bu to‘g‘rimi?",mehnat kodeksi 4-modda,"Yakka tartibdagi mehnatga oid munosabatlarni va ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni huquqiy jihatdan tartibga solishning asosiy prinsiplari
Yakka tartibdagi mehnatga oid munosabatlarni va ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni huquqiy jihatdan tartibga solishning asosiy prinsiplari quyidagilardan iborat:
mehnat huquqlarining tengligi, mehnat va mashg‘ulotlar sohasida kamsitishni taqiqlash;
mehnat erkinligi va majburiy mehnatni taqiqlash;
mehnat sohasidagi ijtimoiy sheriklik;
mehnat huquqlari ta’minlanishining va mehnat majburiyatlari bajarilishining kafolatlanganligi;
xodimning huquqiy holati yomonlashishiga yo‘l qo‘yilmasligi"
Jamoat birlashmasiga a’zolik ishda muammo tug‘dirishi mumkinmi?,mehnat kodeksi 4-modda,"Yakka tartibdagi mehnatga oid munosabatlarni va ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni huquqiy jihatdan tartibga solishning asosiy prinsiplari
Yakka tartibdagi mehnatga oid munosabatlarni va ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni huquqiy jihatdan tartibga solishning asosiy prinsiplari quyidagilardan iborat:
mehnat huquqlarining tengligi, mehnat va mashg‘ulotlar sohasida kamsitishni taqiqlash;
mehnat erkinligi va majburiy mehnatni taqiqlash;
mehnat sohasidagi ijtimoiy sheriklik;
mehnat huquqlari ta’minlanishining va mehnat majburiyatlari bajarilishining kafolatlanganligi;
xodimning huquqiy holati yomonlashishiga yo‘l qo‘yilmasligi"
Xodimning shaxsiy e’tiqodi sababli unga imtiyoz berish mumkinmi?,mehnat kodeksi 4-modda,"Yakka tartibdagi mehnatga oid munosabatlarni va ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni huquqiy jihatdan tartibga solishning asosiy prinsiplari
Yakka tartibdagi mehnatga oid munosabatlarni va ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni huquqiy jihatdan tartibga solishning asosiy prinsiplari quyidagilardan iborat:
mehnat huquqlarining tengligi, mehnat va mashg‘ulotlar sohasida kamsitishni taqiqlash;
mehnat erkinligi va majburiy mehnatni taqiqlash;
mehnat sohasidagi ijtimoiy sheriklik;
mehnat huquqlari ta’minlanishining va mehnat majburiyatlari bajarilishining kafolatlanganligi;
xodimning huquqiy holati yomonlashishiga yo‘l qo‘yilmasligi"
Mehnat natijalari bilan bog‘liq bo‘lmagan sabablar bilan cheklov bo‘lishi mumkinmi?,mehnat kodeksi 4-modda,"Yakka tartibdagi mehnatga oid munosabatlarni va ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni huquqiy jihatdan tartibga solishning asosiy prinsiplari
Yakka tartibdagi mehnatga oid munosabatlarni va ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni huquqiy jihatdan tartibga solishning asosiy prinsiplari quyidagilardan iborat:
mehnat huquqlarining tengligi, mehnat va mashg‘ulotlar sohasida kamsitishni taqiqlash;
mehnat erkinligi va majburiy mehnatni taqiqlash;
mehnat sohasidagi ijtimoiy sheriklik;
mehnat huquqlari ta’minlanishining va mehnat majburiyatlari bajarilishining kafolatlanganligi;
xodimning huquqiy holati yomonlashishiga yo‘l qo‘yilmasligi"
To‘g‘ridan-to‘g‘ri cheklov nima degani mehnat qonunchiligida?,mehnat kodeksi 4-modda,"Yakka tartibdagi mehnatga oid munosabatlarni va ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni huquqiy jihatdan tartibga solishning asosiy prinsiplari
Yakka tartibdagi mehnatga oid munosabatlarni va ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni huquqiy jihatdan tartibga solishning asosiy prinsiplari quyidagilardan iborat:
mehnat huquqlarining tengligi, mehnat va mashg‘ulotlar sohasida kamsitishni taqiqlash;
mehnat erkinligi va majburiy mehnatni taqiqlash;
mehnat sohasidagi ijtimoiy sheriklik;
mehnat huquqlari ta’minlanishining va mehnat majburiyatlari bajarilishining kafolatlanganligi;
xodimning huquqiy holati yomonlashishiga yo‘l qo‘yilmasligi"
Bilvosita imtiyoz berish qonuniy hisoblanadimi?,mehnat kodeksi 4-modda,"Yakka tartibdagi mehnatga oid munosabatlarni va ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni huquqiy jihatdan tartibga solishning asosiy prinsiplari
Yakka tartibdagi mehnatga oid munosabatlarni va ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni huquqiy jihatdan tartibga solishning asosiy prinsiplari quyidagilardan iborat:
mehnat huquqlarining tengligi, mehnat va mashg‘ulotlar sohasida kamsitishni taqiqlash;
mehnat erkinligi va majburiy mehnatni taqiqlash;
mehnat sohasidagi ijtimoiy sheriklik;
mehnat huquqlari ta’minlanishining va mehnat majburiyatlari bajarilishining kafolatlanganligi;
xodimning huquqiy holati yomonlashishiga yo‘l qo‘yilmasligi"
Kamsitish deb nimaga aytiladi mehnat va mashg‘ulotlar sohasida?,mehnat kodeksi 4-modda,"Yakka tartibdagi mehnatga oid munosabatlarni va ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni huquqiy jihatdan tartibga solishning asosiy prinsiplari
Yakka tartibdagi mehnatga oid munosabatlarni va ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni huquqiy jihatdan tartibga solishning asosiy prinsiplari quyidagilardan iborat:
mehnat huquqlarining tengligi, mehnat va mashg‘ulotlar sohasida kamsitishni taqiqlash;
mehnat erkinligi va majburiy mehnatni taqiqlash;
mehnat sohasidagi ijtimoiy sheriklik;
mehnat huquqlari ta’minlanishining va mehnat majburiyatlari bajarilishining kafolatlanganligi;
xodimning huquqiy holati yomonlashishiga yo‘l qo‘yilmasligi"
Mehnat erkinligi deganda nima tushuniladi?,mehnat kodeksi 5-modda,"Mehnat erkinligi har kimning mehnat qilishga bo‘lgan o‘z qobiliyatlarini tasarruf etish, ularni qonun bilan taqiqlanmagan har qanday shaklda amalga oshirish, mashg‘ulot turini, kasbni va mutaxassislikni, ish joyini hamda mehnat sharoitlarini erkin tanlash huquqini anglatadi.
Yakka tartibdagi mehnatga oid munosabatlarga muvofiq mehnat erkinligi mehnat shartnomasi erkinligida namoyon bo‘lib, bu quyidagilarni anglatadi:
xodimlar va ish beruvchilarning mehnat shartnomasini tuzishdagi erkinligini. Xodimni va ish beruvchini mehnat shartnomasini tuzishga majburlashga yo‘l qo‘yilmaydi. Ish beruvchi xodim bilan mehnat shartnomasini ushbu Kodeksda, qonunda yoki ixtiyoriy ravishda olingan majburiyatda ish beruvchining shartnoma tuzish majburiyati nazarda tutilgan hollarda tuzishi shart;
mehnat shartnomasining shartnomaviy (asosiy va qo‘shimcha) shartlarini ushbu shartnoma taraflarining kelishuviga ko‘ra belgilashni;
mehnat shartnomasini xodim va ish beruvchi o‘rtasidagi kelishuvga ko‘ra o‘zgartirish imkoniyatini;
har qanday mehnat shartnomasini ushbu shartnoma taraflarining kelishuviga ko‘ra istalgan vaqtda bekor qilish imkoniyatini;
xodimning ushbu Kodeksda belgilangan tartibda mehnat shartnomasini o‘z tashabbusi bilan bekor qilish huquqini;
ish beruvchining xodim bilan tuzilgan mehnat shartnomasini ushbu Kodeksda mehnat shartnomasini bekor qilish uchun nazarda tutilgan asoslar mavjud bo‘lganda va belgilangan tartibga rioya etilgan holda o‘z tashabbusi bilan bekor qilish huquqini;
ushbu Kodeksda yoki boshqa qonunda belgilangan hollarda, mehnat shartnomasida uni bekor qilishning qo‘shimcha asoslarini nazarda tutish imkoniyatini.
Majburiy mehnat taqiqlanadi"
Qanday hollarda odam o‘z qobiliyatlaridan erkin foydalana oladi?,mehnat kodeksi 5-modda,"Mehnat erkinligi har kimning mehnat qilishga bo‘lgan o‘z qobiliyatlarini tasarruf etish, ularni qonun bilan taqiqlanmagan har qanday shaklda amalga oshirish, mashg‘ulot turini, kasbni va mutaxassislikni, ish joyini hamda mehnat sharoitlarini erkin tanlash huquqini anglatadi.
Yakka tartibdagi mehnatga oid munosabatlarga muvofiq mehnat erkinligi mehnat shartnomasi erkinligida namoyon bo‘lib, bu quyidagilarni anglatadi:
xodimlar va ish beruvchilarning mehnat shartnomasini tuzishdagi erkinligini. Xodimni va ish beruvchini mehnat shartnomasini tuzishga majburlashga yo‘l qo‘yilmaydi. Ish beruvchi xodim bilan mehnat shartnomasini ushbu Kodeksda, qonunda yoki ixtiyoriy ravishda olingan majburiyatda ish beruvchining shartnoma tuzish majburiyati nazarda tutilgan hollarda tuzishi shart;
mehnat shartnomasining shartnomaviy (asosiy va qo‘shimcha) shartlarini ushbu shartnoma taraflarining kelishuviga ko‘ra belgilashni;
mehnat shartnomasini xodim va ish beruvchi o‘rtasidagi kelishuvga ko‘ra o‘zgartirish imkoniyatini;
har qanday mehnat shartnomasini ushbu shartnoma taraflarining kelishuviga ko‘ra istalgan vaqtda bekor qilish imkoniyatini;
xodimning ushbu Kodeksda belgilangan tartibda mehnat shartnomasini o‘z tashabbusi bilan bekor qilish huquqini;
ish beruvchining xodim bilan tuzilgan mehnat shartnomasini ushbu Kodeksda mehnat shartnomasini bekor qilish uchun nazarda tutilgan asoslar mavjud bo‘lganda va belgilangan tartibga rioya etilgan holda o‘z tashabbusi bilan bekor qilish huquqini;
ushbu Kodeksda yoki boshqa qonunda belgilangan hollarda, mehnat shartnomasida uni bekor qilishning qo‘shimcha asoslarini nazarda tutish imkoniyatini.
Majburiy mehnat taqiqlanadi"
Mashg‘ulot turini o‘zi tanlash huquqi bormi?,mehnat kodeksi 5-modda,"Mehnat erkinligi har kimning mehnat qilishga bo‘lgan o‘z qobiliyatlarini tasarruf etish, ularni qonun bilan taqiqlanmagan har qanday shaklda amalga oshirish, mashg‘ulot turini, kasbni va mutaxassislikni, ish joyini hamda mehnat sharoitlarini erkin tanlash huquqini anglatadi.
Yakka tartibdagi mehnatga oid munosabatlarga muvofiq mehnat erkinligi mehnat shartnomasi erkinligida namoyon bo‘lib, bu quyidagilarni anglatadi:
xodimlar va ish beruvchilarning mehnat shartnomasini tuzishdagi erkinligini. Xodimni va ish beruvchini mehnat shartnomasini tuzishga majburlashga yo‘l qo‘yilmaydi. Ish beruvchi xodim bilan mehnat shartnomasini ushbu Kodeksda, qonunda yoki ixtiyoriy ravishda olingan majburiyatda ish beruvchining shartnoma tuzish majburiyati nazarda tutilgan hollarda tuzishi shart;
mehnat shartnomasining shartnomaviy (asosiy va qo‘shimcha) shartlarini ushbu shartnoma taraflarining kelishuviga ko‘ra belgilashni;
mehnat shartnomasini xodim va ish beruvchi o‘rtasidagi kelishuvga ko‘ra o‘zgartirish imkoniyatini;
har qanday mehnat shartnomasini ushbu shartnoma taraflarining kelishuviga ko‘ra istalgan vaqtda bekor qilish imkoniyatini;
xodimning ushbu Kodeksda belgilangan tartibda mehnat shartnomasini o‘z tashabbusi bilan bekor qilish huquqini;
ish beruvchining xodim bilan tuzilgan mehnat shartnomasini ushbu Kodeksda mehnat shartnomasini bekor qilish uchun nazarda tutilgan asoslar mavjud bo‘lganda va belgilangan tartibga rioya etilgan holda o‘z tashabbusi bilan bekor qilish huquqini;
ushbu Kodeksda yoki boshqa qonunda belgilangan hollarda, mehnat shartnomasida uni bekor qilishning qo‘shimcha asoslarini nazarda tutish imkoniyatini.
Majburiy mehnat taqiqlanadi"
Kasb yoki mutaxassislikni o‘zgartirish qonuniy huquqmi?,mehnat kodeksi 5-modda,"Mehnat erkinligi har kimning mehnat qilishga bo‘lgan o‘z qobiliyatlarini tasarruf etish, ularni qonun bilan taqiqlanmagan har qanday shaklda amalga oshirish, mashg‘ulot turini, kasbni va mutaxassislikni, ish joyini hamda mehnat sharoitlarini erkin tanlash huquqini anglatadi.
Yakka tartibdagi mehnatga oid munosabatlarga muvofiq mehnat erkinligi mehnat shartnomasi erkinligida namoyon bo‘lib, bu quyidagilarni anglatadi:
xodimlar va ish beruvchilarning mehnat shartnomasini tuzishdagi erkinligini. Xodimni va ish beruvchini mehnat shartnomasini tuzishga majburlashga yo‘l qo‘yilmaydi. Ish beruvchi xodim bilan mehnat shartnomasini ushbu Kodeksda, qonunda yoki ixtiyoriy ravishda olingan majburiyatda ish beruvchining shartnoma tuzish majburiyati nazarda tutilgan hollarda tuzishi shart;
mehnat shartnomasining shartnomaviy (asosiy va qo‘shimcha) shartlarini ushbu shartnoma taraflarining kelishuviga ko‘ra belgilashni;
mehnat shartnomasini xodim va ish beruvchi o‘rtasidagi kelishuvga ko‘ra o‘zgartirish imkoniyatini;
har qanday mehnat shartnomasini ushbu shartnoma taraflarining kelishuviga ko‘ra istalgan vaqtda bekor qilish imkoniyatini;
xodimning ushbu Kodeksda belgilangan tartibda mehnat shartnomasini o‘z tashabbusi bilan bekor qilish huquqini;
ish beruvchining xodim bilan tuzilgan mehnat shartnomasini ushbu Kodeksda mehnat shartnomasini bekor qilish uchun nazarda tutilgan asoslar mavjud bo‘lganda va belgilangan tartibga rioya etilgan holda o‘z tashabbusi bilan bekor qilish huquqini;
ushbu Kodeksda yoki boshqa qonunda belgilangan hollarda, mehnat shartnomasida uni bekor qilishning qo‘shimcha asoslarini nazarda tutish imkoniyatini.
Majburiy mehnat taqiqlanadi"
Mehnat shartnomasini tuzishga kim majburlashi mumkin?,mehnat kodeksi 5-modda,"Mehnat erkinligi har kimning mehnat qilishga bo‘lgan o‘z qobiliyatlarini tasarruf etish, ularni qonun bilan taqiqlanmagan har qanday shaklda amalga oshirish, mashg‘ulot turini, kasbni va mutaxassislikni, ish joyini hamda mehnat sharoitlarini erkin tanlash huquqini anglatadi.
Yakka tartibdagi mehnatga oid munosabatlarga muvofiq mehnat erkinligi mehnat shartnomasi erkinligida namoyon bo‘lib, bu quyidagilarni anglatadi:
xodimlar va ish beruvchilarning mehnat shartnomasini tuzishdagi erkinligini. Xodimni va ish beruvchini mehnat shartnomasini tuzishga majburlashga yo‘l qo‘yilmaydi. Ish beruvchi xodim bilan mehnat shartnomasini ushbu Kodeksda, qonunda yoki ixtiyoriy ravishda olingan majburiyatda ish beruvchining shartnoma tuzish majburiyati nazarda tutilgan hollarda tuzishi shart;
mehnat shartnomasining shartnomaviy (asosiy va qo‘shimcha) shartlarini ushbu shartnoma taraflarining kelishuviga ko‘ra belgilashni;
mehnat shartnomasini xodim va ish beruvchi o‘rtasidagi kelishuvga ko‘ra o‘zgartirish imkoniyatini;
har qanday mehnat shartnomasini ushbu shartnoma taraflarining kelishuviga ko‘ra istalgan vaqtda bekor qilish imkoniyatini;
xodimning ushbu Kodeksda belgilangan tartibda mehnat shartnomasini o‘z tashabbusi bilan bekor qilish huquqini;
ish beruvchining xodim bilan tuzilgan mehnat shartnomasini ushbu Kodeksda mehnat shartnomasini bekor qilish uchun nazarda tutilgan asoslar mavjud bo‘lganda va belgilangan tartibga rioya etilgan holda o‘z tashabbusi bilan bekor qilish huquqini;
ushbu Kodeksda yoki boshqa qonunda belgilangan hollarda, mehnat shartnomasida uni bekor qilishning qo‘shimcha asoslarini nazarda tutish imkoniyatini.
Majburiy mehnat taqiqlanadi"
Ish beruvchi mehnat shartnomasini tuzishga majbur bo‘ladigan holatlar bormi?,mehnat kodeksi 5-modda,"Mehnat erkinligi har kimning mehnat qilishga bo‘lgan o‘z qobiliyatlarini tasarruf etish, ularni qonun bilan taqiqlanmagan har qanday shaklda amalga oshirish, mashg‘ulot turini, kasbni va mutaxassislikni, ish joyini hamda mehnat sharoitlarini erkin tanlash huquqini anglatadi.
Yakka tartibdagi mehnatga oid munosabatlarga muvofiq mehnat erkinligi mehnat shartnomasi erkinligida namoyon bo‘lib, bu quyidagilarni anglatadi:
xodimlar va ish beruvchilarning mehnat shartnomasini tuzishdagi erkinligini. Xodimni va ish beruvchini mehnat shartnomasini tuzishga majburlashga yo‘l qo‘yilmaydi. Ish beruvchi xodim bilan mehnat shartnomasini ushbu Kodeksda, qonunda yoki ixtiyoriy ravishda olingan majburiyatda ish beruvchining shartnoma tuzish majburiyati nazarda tutilgan hollarda tuzishi shart;
mehnat shartnomasining shartnomaviy (asosiy va qo‘shimcha) shartlarini ushbu shartnoma taraflarining kelishuviga ko‘ra belgilashni;
mehnat shartnomasini xodim va ish beruvchi o‘rtasidagi kelishuvga ko‘ra o‘zgartirish imkoniyatini;
har qanday mehnat shartnomasini ushbu shartnoma taraflarining kelishuviga ko‘ra istalgan vaqtda bekor qilish imkoniyatini;
xodimning ushbu Kodeksda belgilangan tartibda mehnat shartnomasini o‘z tashabbusi bilan bekor qilish huquqini;
ish beruvchining xodim bilan tuzilgan mehnat shartnomasini ushbu Kodeksda mehnat shartnomasini bekor qilish uchun nazarda tutilgan asoslar mavjud bo‘lganda va belgilangan tartibga rioya etilgan holda o‘z tashabbusi bilan bekor qilish huquqini;
ushbu Kodeksda yoki boshqa qonunda belgilangan hollarda, mehnat shartnomasida uni bekor qilishning qo‘shimcha asoslarini nazarda tutish imkoniyatini.
Majburiy mehnat taqiqlanadi"
Mehnat shartnomasining shartlarini kim belgilaydi?,mehnat kodeksi 5-modda,"Mehnat erkinligi har kimning mehnat qilishga bo‘lgan o‘z qobiliyatlarini tasarruf etish, ularni qonun bilan taqiqlanmagan har qanday shaklda amalga oshirish, mashg‘ulot turini, kasbni va mutaxassislikni, ish joyini hamda mehnat sharoitlarini erkin tanlash huquqini anglatadi.
Yakka tartibdagi mehnatga oid munosabatlarga muvofiq mehnat erkinligi mehnat shartnomasi erkinligida namoyon bo‘lib, bu quyidagilarni anglatadi:
xodimlar va ish beruvchilarning mehnat shartnomasini tuzishdagi erkinligini. Xodimni va ish beruvchini mehnat shartnomasini tuzishga majburlashga yo‘l qo‘yilmaydi. Ish beruvchi xodim bilan mehnat shartnomasini ushbu Kodeksda, qonunda yoki ixtiyoriy ravishda olingan majburiyatda ish beruvchining shartnoma tuzish majburiyati nazarda tutilgan hollarda tuzishi shart;
mehnat shartnomasining shartnomaviy (asosiy va qo‘shimcha) shartlarini ushbu shartnoma taraflarining kelishuviga ko‘ra belgilashni;
mehnat shartnomasini xodim va ish beruvchi o‘rtasidagi kelishuvga ko‘ra o‘zgartirish imkoniyatini;
har qanday mehnat shartnomasini ushbu shartnoma taraflarining kelishuviga ko‘ra istalgan vaqtda bekor qilish imkoniyatini;
xodimning ushbu Kodeksda belgilangan tartibda mehnat shartnomasini o‘z tashabbusi bilan bekor qilish huquqini;
ish beruvchining xodim bilan tuzilgan mehnat shartnomasini ushbu Kodeksda mehnat shartnomasini bekor qilish uchun nazarda tutilgan asoslar mavjud bo‘lganda va belgilangan tartibga rioya etilgan holda o‘z tashabbusi bilan bekor qilish huquqini;
ushbu Kodeksda yoki boshqa qonunda belgilangan hollarda, mehnat shartnomasida uni bekor qilishning qo‘shimcha asoslarini nazarda tutish imkoniyatini.
Majburiy mehnat taqiqlanadi"
